song_no,title,artist,lyrics,score
37229121,Shopper,아이유,"아직도 난
더 가지고 싶어
(Yeah I want more
I’ll get it more, more)
설레는 게
이렇게나 많은 걸
(Oh I want all 
I must have all, all)
저녁 일곱시
노을의 팔레트
(I need it, course
I’ll take it, course, course)
가슴 터질 듯
내 이름을 외치는 목소리
(Oh it’s so worth
It’s more than what, what)
빼곡히 적은 wish list
빠짐없이 가질 때까지
(Take what you want
No matter who calls you a freak)
설명할 필요 없어
나 그때와는 다른 걸 원해, 원해
Let’s go haul
더 미어터질 만큼 다 채워
Look around
시간은 짧아 더 빨리 가져
(Shop all day, ay
Greed is free, ay)
Go Make your own
가지러 태어난 것처럼
이 샵은 문 닫지 않아 늘, 영원히
마지막 소절 숨의 첫 모금
(It's time to show
Go, make it sure, sure)
승리를 앞둔
마음이 달릴 때 내는 소리
(It's time to go 
I'll make my goal, goal)
내게는 없어 plan B
모조리 내 것이 될 때까지
(Take what you want
No matter who puts down your greed)
적당히로는 안돼
난 훨씬 더 대담한 걸 원해, 원해
Let’s go haul
더 미어터질 만큼 다 채워
Look around
시간은 짧아 더 빨리 가져
이 샵은 문 닫지 않아, 봐
필요 없는 건 없어
for my Victory, even your jealousy
나 이제껏 모르던 세상을 욕심 내볼래
Let’s go haul
더 미어터질 만큼 다 채워
Look around
시간은 짧아 더 빨리 가져
Shop all day, ay
Greed is free, ay
Go Make your own
가지러 태어난 것처럼
이 샵은 문 닫지 않아 늘, 영원히","[0.24599798800597064, 0.09912387659485555, 0.06792346476730682, 0.07964102472458656, 0.0430723118279979, 0.46424133407928253]"
316434,Never Ending Story,부활,"손 닿을 수 없는 저기 어딘가 
오늘도 난 숨쉬고 있지만 
너와 머물던 작은 의자 위에 
같은 모습의 바람이 지나네... 
너는 떠나며 마치 날 떠나가듯이 
멀리 손을 흔들며 
언젠가 추억에 남겨져 갈 꺼라고 
그리워하면 언젠가 만나게 되는 
어느 영화와 같은 일들이 이뤄져 가기를... 
힘겨워 한 날의 너를 지킬 수 없었던 
아름다운 시절속에 머문 그대 이기에 
너는 떠나며 마치 날 떠나가듯이 
멀리 손을 흔들며 
언젠가 추억에 남겨져 갈 꺼라고 
그리워하면 언젠가 만나게 되는 
어느 영화와 같은 일들이 이뤄져 가기를... 
힘겨워 한 날의 너를 지킬 수 없었던 
아름다운 시절속에 머문 그대여 
그리워하면 언젠가 만나게 되는 
어느 영화와 같은 일들이 이뤄져 가기를... 
힘겨워 한 날의 너를 지킬수 없었던 
아름다운 시절속에 머문 그대여 
그리워하면 언젠가 만나게 되는 
어느 영화와 같은 일들이 이뤄져 가기를... 
힘겨워 한 날의 너를 지킬 수 없었던 
아름다운 시절속에 머문 그대이기에...","[0.03052821621296069, 0.773468053913834, 0.06690034169320298, 0.06351849043742124, 0.060701743868468036, 0.004883153874113013]"
36428682,잠깐 시간 될까,이무진,"잠깐 시간 될까
만날 수 있을까
별일은 아니고 그냥 보고 싶어 그래
웃지 말고 대답해줄래
그럼 나 괜히 설레
장난치지 말고 내게 답 해줄래
어떻게 생각해
만나서 반가워
아마 첫 인사부터
이런 맘이었었는지도 몰라
나 이제 네게 다가서려 해
거릴 좁혀보려 해
나 망설이지 않기를
우리가 만약 시작한다면
그 누구보다
예쁘디 예쁠 거라 생각해
혹시 넌 어때
할 얘기가 많은데
마침 너희 집 근처야
혹시나 괜찮다면
잠깐 시간 될까
만날 수 있을까
별일은 아니고 그냥 보고 싶어 그래
웃지 말고 대답해줄래
그럼 나 괜히 설레
장난치지 말고 내게 답 해줄래
혹시 근데 말이야
내 고백 말이야
답 안 해줬잖아 너는 나 어떤 것 같애
부담 안 가져도 돼
진짜야 나는 괜찮아
마음이 정리될 때까지 기다릴게
내가 그리 갈게
흠 아마도 내가
이런 맘을 보내다 보면
너에게 닿겠지만
혹시 그렇게 되진 못하더라도
이 순간만큼은
설렜던 기억으로 남기를
이대로 너와 내 시간이
멈춰버렸음 해
아직 우린 아무 사이도 아닌데
난 괜히 그래
할 얘기가 많은데
마침 너희 집 근처야
혹시나 괜찮다면
잠깐 시간 될까
만날 수 있을까
별일은 아니고 그냥 보고 싶어 그래
웃지 말고 대답해줄래
그럼 나 괜히 설레
장난치지 말고 내게 답 해줄래
내가 그리 갈게
잠깐 시간 될까
그 한마디보다
사실 지금 당장 널 보러 가고 싶은데
이게 맘처럼 안 돼
그냥 보고 싶어 나 너 좋아해
말로 다 못할 정도야 널 좋아해
널 보고 싶단 말
날 안아달란 말
너에게 했던 모든 말 전부 다 진심이야
단 한 순간도 가볍거나 쉽게 생각했던 적 없어
이젠 너도 답 해줄래
내가 그리 갈게","[0.19302866821479506, 0.21973678233230462, 0.1656132580300176, 0.1568008244298494, 0.1403400493920623, 0.124480417600971]"
37946924,도와줘요 Rock&Roll,DAY6 (데이식스),"그 애를 
매일 매일 보다 반했어
오 어떡해요 Rock&Roll  
(I really really wanna)
고백을 
내일 내일 자꾸 미루다
놓치겠어요 Rock&Roll 
(I really really wanna)
입이 크게 벌어지네 (아)
그 애가 환하게 웃을 때 (아)
오 제발 May day 미치겠어요
힘을 줘요 Rock&Roll
(I really really wanna)
떨리는 마음으로 오늘 밤
Shall we dance 
다가갈래요 
이 노래를 빌려서
도와줘요 Rock&Roll!  
그 애 눈에 멋져 보이게
우주에서 가장 근사한 리듬으로 부탁해요
(I really really wanna)
Rock&Roll! 
내 사랑이 닿을 수 있도록
세상 로맨틱한 가사로 전해 줘요 
Please help me tonight 
고민은 아무짝에 쓸모없어요 (I really really wanna) 
이번엔 그냥 넘어갈 수 없어요 (I really really wanna)
간절한 마음으로 오늘 난
Shall we dance 
말할 거예요
이 노래를 빌려서
도와줘요 Rock&Roll!  
그 애 눈에 멋져 보이게
우주에서 가장 근사한 리듬으로 부탁해요
(I really really wanna)
Rock&Roll! 
내 사랑이 닿을 수 있도록
세상 로맨틱한 가사로 전해 줘요 
Please help me tonight 
Ooh I love you
Ooh I need you
이런 노래 말고!!
Rock&Roll!  
그 애 눈에 멋져 보이게
우주에서 가장 근사한 리듬으로 부탁해요
(I really really wanna)
Rock&Roll! 
내 사랑이 닿을 수 있도록
세상 로맨틱한 가사로 전해 줘요 
Please help me tonight","[0.30882041474193783, 0.13940169824718057, 0.06580551814268533, 0.09900194855007219, 0.057730049935569926, 0.3292403703825541]"
4276080,"스물다섯, 스물하나",자우림,"바람에 날려 꽃이 지는 계절엔
아직도 너의 손을 잡은 듯 그런 듯 해
그때는 아직 꽃이 아름다운 걸
지금처럼 사무치게 알지 못했어
우 너의 향기가 바람에 실려 오네
우 영원할 줄 알았던 
스물다섯 스물하나
그 날의 바다는 퍽 다정했었지
아직도 나의 손에 잡힐 듯 그런 듯 해
부서지는 햇살 속에 너와 내가 있어
가슴 시리도록 행복한 꿈을 꾸었지
우 그날의 노래가 바람에 실려 오네
우 영원할 줄 알았던 
지난날의 너와 나
너의 목소리도 너의 눈동자도
애틋하던 너의 체온마저도
기억해내면 할수록 멀어져 가는데
흩어지는 널 붙잡을 수 없어
바람에 날려 꽃이 지는 계절엔
아직도 너의 손을 잡은 듯 그런 듯 해
그때는 아직 네가 아름다운 걸
지금처럼 사무치게 알지 못했어
우 너의 향기가 바람에 실려 오네
우 영원할 줄 알았던 
스물다섯 스물하나
우 그날의 노래가 바람에 실려 오네
우 영원할 줄 알았던 
지난날의 너와 나
우 
우 
우 영원할 줄 알았던 
스물다섯 스물하나
스물다섯 스물하나","[0.05047146735324252, 0.6044109965925204, 0.06173653118029299, 0.08154810578846255, 0.06091080967381092, 0.14092208941167056]"
36464753,Blue Moon,엔플라잉 (N.Flying),"푸르른 달에 맘을 도둑맞듯
세상에 너와 나 단둘만 같았어
이 순간이 잠시라면
영원히 멈춰 버리자
지겨워져도 괜찮아
들어 줘 나의 Blue Moon
Oh my Blue Moon
희미한 말들로
너에게 닿을 수만 있다면
시시한 일상 밖에
날 밀어둔 채로
신비한 꿈처럼
너만을 바라보아서
하루 종일 너에게 전하고 싶은 맘
괜시리 기대하죠
이 문 뒤에선 왠지
숨죽이며 날 기다리겠죠
푸르른 날의 눈부신
밤 향기에 빠져서
아리따운 너의 맘과
영원을 보고 싶어
이 풍경 속에 홀리듯
내 몸이 잠겨 버리게
푸르른 달아
텅 빈 그대 맘을 가득 채워 줘
Oh my Blue Moon
우리가 얼마나 많은 길을
걸어왔냔 말이야
내 청춘은 너였고
믿기 힘든 말은 말아
Shape of my heart
우린 모양이 참 알맞아
자꾸 두려워지기에
예쁜 척 포장을 하네
이해 못 해
이별도 우리를 못 피해
짜증 섞지 말자
이제 말해 그냥 행복해
No more than 며칠
미친 듯이 그리워질 Someday
아직도 기다리니
내가 있던 그 자리를
괜시리 기대하죠
이 문 뒤에 숨어서
숨죽이며 날 기다리겠죠
푸르른 날의 눈부신
밤 향기에 빠져서
아리따운 너의 맘과
영원을 보고 싶어
이 풍경 속에 홀리듯
내 몸이 잠겨 버리게
푸르른 달아
텅 빈 그대 맘을 가득 채워 줘
Oh my Blue Moon
You know why
For a long time
널 정말 많이 사랑한
그게 나의 영원일 거야
한순간 꿈처럼
저 달빛이 사라져도
내 마음속에 남는걸
푸르른 날의 눈부신
밤 향기에 빠져서
아리따운 너의 맘과
영원을 보고 싶어
이 풍경 속에 홀리듯
내 몸이 잠겨 버리게
푸르른 달아
텅 빈 그대 맘을 가득 채워 줘
Oh my Blue Moon","[0.09718408319728784, 0.22986467228006935, 0.03516313737856938, 0.05095513589920339, 0.020011098642903638, 0.5668218726019664]"
37945064,태양물고기,윤하 (YOUNHA),"매일이 좋을 순 없어도
가끔은 기대해
실망에 빠져 버리지 난
아직도 자라는 중일까
멈춘 것보다야
훨씬 기뻐할 일이지만
아무리 마음을 먹어봐도 왠지
어디서 잘못된 건지
막막하기만 해
어쩌면 보여진 내 모습이
전부는 아닐까 두려워
수면에 오를 때
별일 아닐 거라 했지?
반짝여 세상을 비춰
어기지 않은 약속
태양이 건네줬던 힘
어떤 누구의 얘기도
기꺼이 미소 짓도록
단단한 내가 되기를
하늘 담은 바다처럼
어쩜 이다지도 다를까
생각지도 못한
생각에 부딪혀 고민해
날카로운 마음의 의미
누군가 방치한
아이의 몸부림이라도
모든 걸 해결할 수는 없어
다만 오해와 미움의 고향
그곳은 어딜까
가만히 두드린 어깨 위로
차분히 피어난
안도의 숨이 느껴질 땐
별일 아닐 거라 했지?
반짝여 세상을 비춰
어기지 않은 약속
태양이 건네줬던 힘
어떤 비뚤어진 맘은
별빛을 받아온 너의
온기가 필요하니까
하늘 담은 바다처럼
당연하게 존재하는 건
어쩌면 기적일지도 모르지
바다의 태양 되어 빛을 낼 거야
별일 아닐 거라 했지?
반짝여 세상을 비춰
어기지 않은 약속
태양이 건네줬던 힘
어떤 비뚤어진 맘은
별빛을 받아온 너의
온기가 필요하니까
네가 필요해
별일 아닐 거라 했지?
반짝여 세상을 비춰
어기지 않은 약속
태양이 건네줬던 힘
어떤 누구의 얘기도
기꺼이 미소 짓도록
단단한 내가 되기를
하늘 담은 바다처럼","[0.13242085413213492, 0.21736024450425676, 0.09737031572013652, 0.09724386112980256, 0.04910577926701572, 0.40649894524665353]"
33649710,뚫고 지나가요,DAY6 (Even of Day),"축 처진 그 어깨에
슬프다 써져 있길래
조심스레 괜찮냐 물어도
대답은 침묵뿐이에요
힘이 되고 싶어
뭔 짓을 해 봐도
안 보이나 봐요
눈앞에 있는데도
서서히 금이 가
깨질 것 같지만
그래도 난 버티고 있었죠
이번만큼은 예상이 빗나가길
그리도 간절히 원했는데 왜
그냥 가라는 말
그대의 한마디가
나를 뚫고 지나가요
더 이상은 걷잡을 수 없이
널 향한 맘 
작은 조각들로
부서지고 흩어져요 
여기가 내 사랑의 끝이네요
So I guess
Now I've got to go
이렇게 떠나도
그대는
달라질 거 하나 없죠
Oh so I guess
Now there's no more us
그대가 필요한 건
내가 아닌 거니까
그대가 미워
떠나려 해 봐도
안되더라고요
눈앞에 있으니까
서서히 금이 가
깨질 걸 알아도
그래도 난 버티고 있었죠
이번만큼은 예상이 빗나가길
그리도 간절히 원했는데 왜
그냥 가라는 말
그대의 한마디가
나를 뚫고 지나가요
더 이상은 걷잡을 수 없이
널 향한 맘
작은 조각들로
부서지고 흩어져요
여기가 내 사랑의 끝이네요
난 무너져 내리고 있는 이 순간에도
No it's not easy to leave for good
그냥 가라는 말
그대의 한마디가
나를 뚫고 지나가요
더 이상은 걷잡을 수 없이
널 향한 맘 
작은 조각들로
부서지고 흩어져요
여기가 내 사랑의 끝이네요
So I guess
Now I've got to go
이렇게 떠나도
그대는
달라질 거 하나 없죠
Oh so I guess
Now there's no more us
그대가 필요한 건
내가 아닌 거니까","[0.38969584643435584, 0.3290573081913669, 0.06344297879637069, 0.16136269490023603, 0.054449735446100204, 0.0019914362315702973]"
32345931,시작,가호 (Gaho),"새로운 시작은 늘 설레게 하지
모든 걸 이겨낼 것처럼
시간을 뒤쫓는 시계바늘처럼
앞질러 가고 싶어 하지
그어 놓은 선을 넘어
저마다 삶을 향해
때론 원망도 하겠지
그 선을 먼저 넘지 말라고
I can fly the sky
Never gonna stay
내가 지쳐 쓰러질 때까진
어떤 이유도
어떤 변명도
지금 내겐 용기가 필요해
빛나지 않아도 내 꿈을 응원해
그 마지막을 가질 테니
부러진 것처럼 한 발로 뛰어도
난 나의 길을 갈 테니까
지금 나를 위한 약속
멈추지 않겠다고
또 하나를 앞지르면
곧 너의 뒤를 따라잡겠지
원하는 대로
다 가질 거야
그게 바로 내 꿈일 테니까
변한 건 없어
버티고 버텨
내 꿈은 더 단단해질 테니
다시 시작해
Ah ah ah ah ah
Ah ah ah ah ah ah
Ah ah ah ah ah
Ah ah ah ah
다시는 나를 잃고 싶지 않아
내 전부를 걸었으니까
원하는 대로
다 가질 거야
그게 바로 내 꿈일 테니까
변한 건 없어
버티고 버텨
내 꿈은 더 단단해질 테니
다시 시작해
Ah ah ah ah ah
Ah ah ah ah ah ah
Ah ah ah ah ah
Ah ah ah ah","[0.2158219754893516, 0.3249976037494626, 0.09437566755133808, 0.17720236119390348, 0.055365438654368125, 0.1322369533615761]"
37946923,망겜,DAY6 (데이식스),"한판에 한평생
이 게임은 도대체
언제부터 익숙해지는 건지
이기는 건지
매일같이 발악해
온갖 적을 피해
살아남기 위해
발버둥을 쳐대
Runnin' jumpin'
손에 땀을 쥔 채
목숨은 단 하나
그만둘까 하다가도
버텨
Ending credit
나올 때까지
Can I do it?
(You can do it)
Can I win it?
(You can win it)
조금만 더 가라고 
내게 말해 줘
망할 인생이란 
게임의 플레이어
너 (Get it) 나 (get it)
앞으로만 가
Can I do it?
(You can do it)
Can I win it?
(You can win it)
안될 것도
될 거라고 말해 줘
망할 인생이란
게임의 파트너
Come on over
죽기 살기로 달려 봐
Oh 
난 언제 저렇게 되려나
모든 게 다 쉬워 보이잖아
부러움이 자꾸 쫓아와
있는 힘껏 따돌려
꺼 버릴까 하다가도
버텨
Ending credit
나올 때까지
Can I do it?
(You can do it)
Can I win it?
(You can win it)
조금만 더 가라고 
내게 말해 줘
망할 인생이란 
게임의 플레이어
너 (Get it) 나 (get it)
앞으로만 가
Everyday continue
Alt F4는 없어
Everyday something new
악착같이 Level up
Everyday continue
그러다 지칠 때면
잠시 내려놓고
STOP
Can I do it?
(You can do it)
Can I win it?
(You can win it)
조금만 더 가라고 
내게 말해 줘
망할 인생이란 
게임의 플레이어
너 (Get it) 나 (get it)
앞으로만 가
Can I do it?
(You can do it)
Can I win it?
(You can win it)
안될 것도
될 거라고 말해 줘
망할 인생이란
게임의 파트너
Come on over
죽기 살기로 달려 봐","[0.36652025321758724, 0.16256145912230183, 0.1465708433024378, 0.21662246416405104, 0.06185326516554274, 0.04587171502807938]"
37229123,관객이 될게 (I stan U),아이유,"사소한 틈새의 one milli
그게 널 다르게 만들지
잔뜩 찡그려 웃는 버릇이나
자주 고르는 단어 하나하나
모두 바라보게 만들어
널 숨기지 마 Don't be silly
때때로 넌 자신 없어 하지만
그 수줍음조차 그저 좋아 난
흐리거나, 시리도록 맑을
(손에 닿거나, 아득히 멀어질)
네 모든 날들의 어느 열렬한
관객이 될게
난 나의 너를 믿어
You're stunning, so stunning
Go on 이 느낌 이어가
Ballad, Disco, Hip-Hop
상관없어 너 끌리는 대로 해
좋아 그건 또 그대로 
I'm stanning, just stanning 
You, I trust my you
가, 너만의 승리를 이뤄
I'm stanning, just stanning you
오늘도 스치듯 그 말이
날 쉬게 하는 걸 아는지
스르르 기분 좋은 웃음이 나
또 어떻게든 파고들어 와 넌
어둡거나, 눈부시게 밝을
(소란하거나, 아득히 고요할)
그 모든 날들의 어느 열렬한
관객이 될게
난 나의 너를 믿어
You're stunning, so stunning
Go on 이 느낌 이어가
Ballad, Disco, Hip-Hop
상관없어 너 끌리는 대로 해
Oh 좋아 그건 또 그대로
I'm stanning, just stanning you 
막이 오르는 순간
조금 철이 없길 바라
놀아 어린아이처럼
다 숨죽인 무대 한가운데에서
그저 넌 너답게 웃어줘, 날아줘
넌 너의 나를 믿어
You're stunning, so stunning
Go on 노래를 이어가
Country, Classic, Lo-Fi
상관없어 너 끌리는 대로 해
Oh 좋아 그건 또 그대로
I'm stanning, just stanning
You, I trust my you
가, 너만의 승리를 이뤄
I'm stanning, just stanning you","[0.21227900716976725, 0.09686677553170946, 0.13679985947924803, 0.06487821619246803, 0.06069342506243745, 0.4284827165643698]"
1883446,기억을 걷는 시간,넬 (NELL),"아직도 너의 소리를 듣고
아직도 너의 손길을 느껴
오늘도 난 너의 흔적 안에 살았죠
아직도 너의 모습이 보여
아직도 너의 온기를 느껴
오늘도 난 너의 시간 안에 살았죠
길을 지나는
어떤 낯선이의 모습속에도
바람을 타고 쓸쓸히
춤추는 저 낙엽위에도
뺨을 스치는 어느 저녁의
그 공기속에도
내가 보고 듣고 느끼는
모든 곳에 니가 있어
그래 어떤가요
그대 어떤가요 그댄
당신도 나와 같나요
어떤가요 그대 지금도
난 너를 느끼죠 이렇게
너를 부르는 지금 이순간도
난 그대가 보여
내일도 난 너를 보겠죠 내일도
난 너를 듣겠죠 내일도
모든게 오늘 하루와 같겠죠
길을 지나는
어떤 낯선이의 모습속에도
바람을 타고 쓸쓸히
춤추는 저 낙엽위에도
뺨을 스치는 어느 저녁의
그 공기속에도
내가 보고 듣고 느끼는
모든 곳에 니가 있어
그래 어떤가요
그대 어떤가요 그댄
당신도 나와 같나요
어떤가요 그대
길가에 덩그라니 놓여진
저 의자위에도
물을 마시려 무심코
집어든 유리잔 안에도
나를 바라보기위해
마주한 그 거울속에도
귓가에 살며시
내려앉은 음악속에도
니가있어
어떡하죠 이젠 어떡하죠 이젠
그대는 지웠을텐데
어떡하죠 이젠 우린
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
어떡하죠 이젠
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라라
어떡하죠 이젠
그리움의 문을 열고
너의 기억이 날 찾아와
자꾸 눈시울이 붉어져
어떡하죠 이젠
그리움의 문을 열고
너의 기억이 날 찾아와
자꾸만 가슴이 미어져
어떡하죠 이젠
그리움의 문을 열고
너의 기억이 날 찾아와
자꾸 눈시울이 붉어져
어떡하죠 이젠
그리움의 문을 열고
너의 기억이 날 찾아와
자꾸만 가슴이 미어져
어떡하죠 이젠
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라","[0.06532610398627267, 0.3399681433339184, 0.0736993340415331, 0.08484298049352786, 0.117441502145405, 0.31872193599934295]"
33589488,비와 당신,이무진,"이젠 당신이 그립지 않죠
보고 싶은 마음도 없죠
사랑한 것도 잊혀 가네요
조용하게
알 수 없는 건 그런 내 맘이
비가 오면 눈물이 나요
아주 오래 전 당신 떠나던
그날처럼
이젠 괜찮은데 사랑 따윈 저버렸는데
바보 같은 난 눈물이 날까
아련해지는 빛 바랜 추억
그 얼마나 사무친 건지
미운 당신을 아직도 나는
그리워하네
이젠 괜찮은데 사랑 따윈 저버렸는데
바보 같은 난 눈물이 날까
다신 안 올 텐데 잊지 못한 내가 싫은데
언제까지나 맘은 아플까","[0.024005034258892766, 0.8769177254511252, 0.015821543369793724, 0.06377014763224086, 0.017714114396383155, 0.001771434891564255]"
37946925,COUNTER,DAY6 (데이식스),"꿈을 갖게 된 순간 어느새
시작돼 버린 First round
가드를 올린 다음
앞을 노려본 다음
Thinkin’ I’m never going down
하지만 쉼 없이
날아온 시련이
다리에 힘이 풀리게 해도
안돼 Not yet
No I'm not ready 
To be knocked out
I know I still got more in me
인생 경기가 되게 할 거니까
쏟아부을게 All of me
얼마든지
Throw me a round and a round 드루와
다시 난 몇 번이고 일어나  
한계를 한번 더 넘어서
간다 일발 역전의 카운터
매일같이 정신없이
퍼부어대는 이 공격들이
어지럽게 할 때도
정신을 바짝 차리고서
날린다 내 비장의 카운터
 
주위엔 다
‘내가 쓰러진다’에
베팅을 걸었지만
남아있어 한방
어디 비웃어 봐
I’mma make you say Oh my god
하지만 쉼 없이
날아오는 고비
숨이 안 쉬어질 정도의 위기
침착해 다시
내지른다 My all
얼마든지
Throw me a round and a round 드루와
다시 난 몇 번이고 일어나  
한계를 한번 더 넘어서
간다 일발 역전의 카운터
매일같이 정신없이
퍼부어대는 이 공격들이
어지럽게 할 때도
정신을 바짝 차리고서
날린다 내 비장의 카운터
어금니 꽉 깨물고
마지막 라운드까지
탭은 절대 치지 않아
내가 노리는 건 오로지
K.O.
얼마든지
Throw me a round and a round 드루와
다시 난 몇 번이고 일어나  
한계를 한번 더 넘어서
간다 일발 역전의 카운터
매일같이 정신없이
퍼부어대는 이 공격들이
어지럽게 할 때도
정신을 바짝 차리고서
날린다 내 비장의 카운터
Close my eyes
Imagine me with champion belt
Close my eyes
후회 없는 경기 후에","[0.31701666595075434, 0.09412727105297401, 0.29315091477036787, 0.05663415790272119, 0.0604307510280035, 0.1786402392951791]"
32143487,Love poem,아이유,"누구를 위해 누군가 
기도하고 있나 봐
숨죽여 쓴 사랑시가
낮게 들리는 듯해
너에게로 선명히 날아가
늦지 않게 자리에 닿기를
I’ll be there 홀로 걷는 너의 뒤에
Singing till the end 그치지 않을 이 노래
아주 잠시만 귀 기울여 봐
유난히 긴 밤을 걷는 널 위해 부를게
또 한 번 너의 세상에
별이 지고 있나 봐 
숨죽여 삼킨 눈물이
여기 흐르는 듯해
할 말을 잃어 고요한 마음에
기억처럼 들려오는 목소리
I’ll be there 홀로 걷는 너의 뒤에
Singing till the end 그치지 않을 이 노래
아주 커다란 숨을 쉬어 봐
소리 내 우는 법을 잊은 널 위해 부를게
(다시 걸어갈 수 있도록) 
부를게
(다시 사랑할 수 있도록)
Here i am 지켜봐 나를, 난 절대
Singing till the end 멈추지 않아 이 노래 
너의 긴 밤이 끝나는 그날 
고개를 들어 바라본 그곳에 있을게","[0.06471003051114292, 0.5701376464220232, 0.06876943980102466, 0.13576654091386173, 0.11489956962281542, 0.04571677272913204]"
32578498,에잇(Prod.&Feat. SUGA of BTS),아이유,"So are you happy now
Finally happy now are you
뭐 그대로야 난 
다 잃어버린 것 같아  
모든 게 맘대로 왔다가 인사도 없이 떠나
이대로는 무엇도 사랑하고 싶지 않아 
다 해질 대로 해져버린
기억 속을 여행해 
우리는 오렌지 태양 아래
그림자 없이 함께 춤을 춰
정해진 이별 따위는 없어 
아름다웠던 그 기억에서 만나 
Forever young 
우우우 우우우우  우우우 우우우우
Forever we young 
우우우 우우우우
이런 악몽이라면 영영 깨지 않을게 
섬 그래 여긴 섬 서로가 만든 작은 섬
예 음 forever young 영원이란 말은 모래성
작별은 마치 재난문자 같지
그리움과 같이 맞이하는 아침
서로가 이 영겁을 지나 
꼭 이 섬에서 다시 만나
지나듯 날 위로하던 누구의 말대로 고작
한 뼘짜리 추억을 잊는 게 참 쉽지 않아
시간이 지나도 여전히
날 붙드는 그곳에 
우리는 오렌지 태양 아래
그림자 없이 함께 춤을 춰
정해진 안녕 따위는 없어 
아름다웠던 그 기억에서 만나 
우리는 서로를 베고 누워
슬프지 않은 이야기를 나눠
우울한 결말 따위는 없어
난 영원히 널 이 기억에서 만나 
Forever young 
우우우 우우우우  우우우 우우우우
Forever we young
우우우 우우우우
이런 악몽이라면 영영 깨지 않을게","[0.0929881107754901, 0.6662168075284891, 0.057800873390443805, 0.13336192316499199, 0.038787010778159096, 0.01084527436242595]"
38055566,33,이창섭,"어쩌면 난 그때 만약 
그 한 번의 용기를 냈다면 말야 If I 
시간 지나 뒤돌아보면 
기억 속에 미련 따윈 없었을까 Alright 
 
소년을 품은 바람 
두려웠던 그 밤 
계절은 또 날 되감는다 
 
I should be 
그렇다 해도 
후회한 대도 
나아갈 뿐야 멈출 수 없어 
Oh 너 있는 곳으로 
그렇다 해도 
우리 언젠가 
환히 웃으며 
만나는 그날 
Oh 이 노랠 불러줘 say oh oh oh 
 
Oh oh oh oh oh 
Oh oh oh oh oh 
Oh oh oh oh oh 
이 노랠 불러줘 
 
어쩌면 난 그때 만약 
너의 손 놓지 않았더라면 말야 If I 
시간 지나 내 옆을 걷는 
우리의 세상을 난 생각하곤 해 So I 
 
소녀를 담은 바람 
아련해지는 밤 
계절은 또 널 불러온다 
 
I should be 
그렇다 해도 
후회한 대도 
나아갈 뿐야 멈출 수 없어 
Oh 너 있는 곳으로 
그렇다 해도 
우리 언젠가 
환히 웃으며 
만나는 그날 
Oh 이 노랠 불러줘 
 
Oh Than before  
Than before 
Than before 
Oh Than before 
단 하루도 잊은 적 없어
 
아직도 난 아직도 
새까만 밤하늘에 흐르던 정적도  
가슴 뛰게 맞추던 입술도 
추억할 수 있길 
I know 
 
I should be 
그렇다 해도 (Say) 
후회한 대도 (Oh) 
나아갈 뿐야 멈출 수 없어 
Oh 너 있는 곳으로  
그렇다 해도 
우리 언젠가 
환히 웃으며 
만나는 그날 
Oh 이 노랠 불러줘 say oh oh oh 
 
Oh oh oh oh oh 
Oh oh oh oh oh 
Oh oh oh oh oh 
이 노랠 불러줘 
 
Oh oh oh oh oh 
Oh oh oh oh oh (We will meet again) 
Oh oh oh oh oh 
이 노랠 불러줘","[0.058004250147349855, 0.25939966435289474, 0.043933815330609166, 0.09465348860232012, 0.09343464401261216, 0.45057413755421394]"
30290580,별 보러 가자,적재,"찬 바람이 조금씩 불어오면은
밤 하늘이 반짝이더라
긴 하루를 보내고
집에 들어가는 길에
네 생각이 문득 나더라
어디야 지금 뭐 해
나랑 별 보러 가지 않을래
너희 집 앞으로 잠깐 나올래
가볍게 겉옷 하나
걸치고서 나오면 돼
너무 멀리 가지 않을게
그렇지만 네 손을 꼭 잡을래
멋진 별자리 이름은 모르지만
나와 같이 가줄래
찬 바람이 조금씩 불어 오면은
네 생각이 난 그렇게 나더라
긴 하루 끝 고요해진
밤거리를 걷다
밤 하늘이 너무 좋더라
어디야 지금 뭐해
나랑 별 보러 가지 않을래
어디든 좋으니 나와 가줄래
네게 하고 싶었던
말이 너무도 많지만
너무 서두르지 않을게
그치만 네 손을 꼭 잡을래
멋진 별자리 이름은 모르지만
나와 같이 가줄래
너와 나의 걸음이
향해 가는 그곳이
어디 일진 모르겠지만
혼자였던 밤 하늘
너와 함께 걸으면
그거면 돼","[0.06221630075480336, 0.08531945582414656, 0.07558196457358203, 0.06148414690645364, 0.11047291750801984, 0.6049252144329946]"
